date,high_temp,low_temp,weather_am,weather_pm
2015/12/27,10.5,3.7,晴後曇,晴一時曇
2015/12/28,10.6,2.6,晴,晴
2015/12/29,11.5,1.9,快晴,晴後一時曇
2015/12/30,11,4,晴一時曇,晴時々曇
2015/12/31,11,3.2,晴一時曇,快晴
2016/1/1,12.1,3.6,快晴,晴時々曇
2016/1/2,13.4,2.6,晴時々薄曇,快晴
2016/1/3,16.2,3,晴後時々薄曇,晴一時曇
2016/1/4,15.2,4.4,快晴,快晴
2016/1/5,15.4,5.1,晴後一時曇,曇
2016/1/6,11.3,7.1,曇,曇一時晴
2016/1/7,12.9,4.5,晴時々曇,晴時々曇
2016/1/8,10.9,3.1,晴,快晴
2016/1/9,11.6,2.8,快晴,晴時々曇
2016/1/10,12.9,2.4,快晴,晴
2016/1/11,10.5,3.8,曇一時晴,曇一時雪
2016/1/12,6.1,0.9,雨一時みぞれ後時々曇,晴一時曇
2016/1/13,9.7,-0.9,晴一時薄曇,快晴
2016/1/14,11.4,0.2,快晴,晴
2016/1/15,10.9,2,晴一時曇,曇一時雨後晴
2016/1/16,11.8,1.8,快晴,曇時々晴
2016/1/17,8.6,2.3,曇一時晴,大雨一時曇後みぞれ
2016/1/18,6.2,0.2,大雨後時々晴、みぞれを伴う,晴
2016/1/19,8.6,0.9,快晴,快晴
2016/1/20,9.1,-0.7,晴,快晴
2016/1/21,9.5,1,薄曇時々晴,曇
2016/1/22,10.3,3,晴一時薄曇,曇時々晴
2016/1/23,6.4,2.6,曇後時々雨,曇後時々晴
2016/1/24,9.2,-1.2,快晴,快晴
2016/1/25,8.4,-2.6,快晴,快晴
2016/1/26,9.6,-1.3,晴,快晴
2016/1/27,13.4,-1.1,晴,快晴
2016/1/28,14,2.1,快晴,晴後曇
2016/1/29,7.8,2.6,雨一時曇,雨
2016/1/30,5,1.5,雨後曇、あられを伴う,曇後時々晴
2016/1/31,11.2,1.3,晴一時曇,晴時々薄曇
2016/2/1,6.7,2.6,曇,雨後曇
2016/2/2,10.7,2.6,晴一時曇,晴一時曇
2016/2/3,9.2,1.5,晴後時々曇,晴時々曇
2016/2/4,9.5,1.1,晴時々曇,晴一時薄曇
2016/2/5,13.3,0.6,晴一時薄曇,曇一時晴
2016/2/6,9.9,4.4,曇,曇一時雨、みぞれを伴う
2016/2/7,9.4,1.5,晴,晴時々曇
2016/2/8,9.3,1.3,曇後晴,快晴
2016/2/9,14.7,0.6,晴,快晴
2016/2/10,10.8,1.6,快晴,快晴
2016/2/11,11.5,1.7,快晴,快晴
2016/2/12,11.9,1.5,曇一時晴,曇
2016/2/13,21.8,8.3,曇時々晴,雨時々曇
2016/2/14,23,15.1,雨後晴,曇一時晴
2016/2/15,15.5,3.2,曇後雨,曇一時雨後晴
2016/2/16,10,1.2,晴,快晴
2016/2/17,13.4,1.3,晴後時々曇,快晴
2016/2/18,10.7,1.1,晴時々曇,晴
2016/2/19,16.5,2.4,晴,晴後薄曇
2016/2/20,11.2,6.5,曇後雨,雨後曇
2016/2/21,15.7,6.2,曇一時雨後時々晴,曇一時晴
2016/2/22,9.8,4.9,曇後一時雨,雨時々曇
2016/2/23,10,4.9,曇後一時晴,晴後薄曇
2016/2/24,7.7,2.5,曇,雨後みぞれ一時曇
2016/2/25,8.4,0.4,曇後晴,曇後晴
2016/2/26,11.4,0.1,快晴,快晴
2016/2/27,12.5,2.7,晴,快晴
2016/2/28,15,3.7,晴後時々曇,曇時々雨一時晴
2016/2/29,14.8,4.8,曇時々雨,曇時々雨一時あられ、みぞれを伴う
2016/3/1,10.3,2.1,快晴,晴
2016/3/2,12.4,1.1,晴,快晴
2016/3/3,16.4,2.3,快晴,快晴
2016/3/4,15.9,5.6,晴,曇時々晴
2016/3/5,16.3,7.7,曇,曇
2016/3/6,17.3,9,曇一時雨,雨時々曇
2016/3/7,15.5,12.8,雨後時々曇,曇
2016/3/8,20.8,12.7,晴一時曇,曇時々晴後一時霧雨
2016/3/9,14.9,3.8,雨一時曇,雨後曇
2016/3/10,8.5,3.6,曇,雨時々曇
2016/3/11,6.1,3,雨後時々曇,曇
2016/3/12,8.4,2.9,曇時々晴後一時雨,曇一時雨後時々晴
2016/3/13,9.2,3.9,曇,曇後一時雨
2016/3/14,6.9,3.9,雨,雨後晴一時曇
2016/3/15,14.1,4,快晴,晴
2016/3/16,13.9,2.9,曇,曇一時晴
2016/3/17,20.4,6.4,快晴,晴時々薄曇
2016/3/18,21.4,7.6,晴後薄曇,雨時々曇
2016/3/19,16.7,13.6,雨時々晴一時霧雨,曇一時晴
2016/3/20,19,8.3,晴時々曇,曇一時雨
2016/3/21,13.8,6.9,曇一時雨後晴,曇一時晴
2016/3/22,17.5,5.4,晴一時曇,晴後一時薄曇
2016/3/23,18,7.5,曇時々晴,曇
2016/3/24,9.5,4.1,曇時々雨一時晴,晴一時雨
2016/3/25,14.4,2.5,晴一時曇,曇一時晴
2016/3/26,12.5,5.1,曇後晴,晴時々曇
2016/3/27,16.1,6,晴時々曇,曇時々晴
2016/3/28,16.8,9,曇一時雨後一時晴,晴時々曇、雷を伴う
2016/3/29,18.6,7.4,晴後薄曇,曇後一時晴
2016/3/30,20,9.4,薄曇,薄曇後晴
2016/3/31,20.2,8.9,晴後薄曇,薄曇後晴
2016/4/1,18.4,8.1,曇,雨時々曇
2016/4/2,13.3,7.7,曇一時雨,雨時々曇
2016/4/3,17,9.5,雨後曇,曇後雨
2016/4/4,21.9,9.7,雨後曇,雨時々曇
2016/4/5,12.8,9.1,曇一時雨,曇時々晴
2016/4/6,20.2,7.3,薄曇一時晴,曇
2016/4/7,20.1,11.8,大雨後一時曇,曇時々晴
2016/4/8,22.9,11.5,曇一時晴,曇後一時晴
2016/4/9,23.5,10.9,薄曇,薄曇
2016/4/10,23.9,12.2,薄曇,曇一時晴
2016/4/11,17.1,7.4,曇後一時晴,晴
2016/4/12,15.1,5.1,晴後一時薄曇,曇後一時雨
2016/4/13,19,10.6,雨時々曇,雨一時曇
2016/4/14,17.6,13.1,雨後曇,曇後時々晴
2016/4/15,21.4,11,快晴,晴一時曇
2016/4/16,20.9,10.1,曇,曇時々晴
2016/4/17,23.1,16.6,曇時々雨一時晴,晴一時薄曇
2016/4/18,26.8,13.8,晴後雨時々曇,曇一時雨
2016/4/19,21.9,12,晴,晴時々曇
2016/4/20,19.3,9.8,晴後薄曇,曇一時晴
2016/4/21,20.2,13.3,曇時々雨,雨時々曇一時晴
2016/4/22,23.7,13.2,晴後曇,曇
2016/4/23,22.4,14,曇,雨時々曇
2016/4/24,19.1,12.1,雨後曇,曇
2016/4/25,23.1,13.5,薄曇一時晴,薄曇一時晴
2016/4/26,25.1,14.2,晴一時薄曇,薄曇時々晴
2016/4/27,21.8,15.2,曇,雨一時曇
2016/4/28,15.4,13.3,雨後一時曇,雨後曇一時晴
2016/4/29,21.4,11.4,晴一時曇,快晴
2016/4/30,21.7,10.5,晴,晴
2016/5/1,25,11.9,晴時々曇,曇一時晴
2016/5/2,21.4,13.2,曇,曇
2016/5/3,24.7,17.1,曇,曇後時々雨
2016/5/4,27,18.7,晴一時雨,快晴
2016/5/5,27.4,17.1,快晴,薄曇一時晴
2016/5/6,22.5,15.2,曇後雨,雨後曇
2016/5/7,26.4,15.4,晴時々薄曇,薄曇一時晴
2016/5/8,27,17.2,晴後薄曇,薄曇
2016/5/9,21.8,16.2,曇後雨,雨後一時曇
2016/5/10,22.6,16.1,曇,雨
2016/5/11,27.1,16,曇一時雨,曇後晴
2016/5/12,28,17.5,快晴,晴
2016/5/13,26.5,16.5,晴,薄曇一時晴
2016/5/14,24.8,14.4,薄曇時々晴,薄曇一時晴
2016/5/15,23.7,12.5,薄曇後時々晴,曇一時晴
2016/5/16,23.3,14.2,曇後一時晴,晴後曇時々雨
2016/5/17,20.5,14.9,大雨後一時曇,薄曇時々晴
2016/5/18,27.6,13.1,晴,快晴
2016/5/19,25.1,14.8,晴後薄曇,薄曇
2016/5/20,20.8,14.4,曇,曇後晴
2016/5/21,26.3,12.8,晴後時々曇,曇時々晴一時雨
2016/5/22,29.3,16.9,快晴,晴後一時薄曇
2016/5/23,30.9,15.1,薄曇後時々晴,晴一時薄曇
2016/5/24,29.3,18,薄曇一時晴,薄曇
2016/5/25,24.5,20.5,曇,薄曇一時晴
2016/5/26,27.2,20.3,曇時々晴,曇後雨
2016/5/27,22.4,15.2,雨時々曇,晴後曇
2016/5/28,24.1,15.1,曇,快晴
2016/5/29,27.9,16.1,晴後曇,曇後雨
2016/5/30,21.3,15.4,雨時々曇,曇時々雨
2016/5/31,24.9,16.3,曇,薄曇
2016/6/1,26.4,18,薄曇,晴一時曇
2016/6/2,26,16.3,晴,快晴
2016/6/3,24.2,14.2,晴,晴後薄曇
2016/6/4,27.2,16.3,薄曇,曇時々雨
2016/6/5,23.4,16.4,曇一時雨,晴後曇
2016/6/6,23.9,16.3,曇,曇
2016/6/7,20.9,18.4,曇時々雨,曇時々雨
2016/6/8,27.3,16.5,曇,曇後雨
2016/6/9,23.7,19.6,曇一時雨,曇一時晴
2016/6/10,28.8,19.4,晴,晴
2016/6/11,29.1,17.9,晴後薄曇,曇
2016/6/12,28.3,20.4,曇,曇後大雨
2016/6/13,22.7,18.3,大雨,曇一時雨後時々晴
2016/6/14,26.2,18.4,曇一時晴,曇
2016/6/15,22.2,19.6,曇時々雨,曇
2016/6/16,24.4,19.7,曇時々雨,雨後時々曇
2016/6/17,29.2,19.4,晴時々曇,晴一時曇
2016/6/18,33,21.1,晴,晴一時曇
2016/6/19,29.3,21.4,曇後一時雨,雨時々曇
2016/6/20,28.8,20.4,薄曇,曇
2016/6/21,25.7,21.2,雨時々曇一時晴,曇時々晴
2016/6/22,23.9,21.1,曇一時雨,雨時々曇
2016/6/23,26.9,21.4,雨後晴,曇時々晴
2016/6/24,25.3,20.9,曇後時々雨,曇時々雨
2016/6/25,28.7,21.9,曇一時雨,曇
2016/6/26,30,21.5,薄曇一時晴,晴時々薄曇
2016/6/27,28.9,20.9,晴一時薄曇,曇後雨
2016/6/28,22.8,17.1,雨時々曇,曇一時雨
2016/6/29,24.2,19.1,曇後一時雨,雨時々曇
2016/6/30,27.1,20.1,曇一時雨,曇
2016/7/1,30.6,22,曇一時晴,曇
2016/7/2,31.8,23.4,曇後時々晴,薄曇時々晴
2016/7/3,35.4,24.6,曇一時晴,晴後一時曇
2016/7/4,33.8,23.6,晴後一時雨、雷を伴う,曇時々晴
2016/7/5,25.6,20.2,曇一時雨,曇
2016/7/6,26.9,20.5,曇一時晴,快晴
2016/7/7,36.7,21.9,晴,曇
2016/7/8,29.8,22.1,曇,曇一時雨
2016/7/9,24.9,20.3,雨後時々曇,晴時々曇
2016/7/10,31.3,20.2,薄曇,晴一時薄曇
2016/7/11,33.5,22.3,晴後一時薄曇,曇時々晴
2016/7/12,31.8,24.6,晴時々曇,曇一時晴後時々雨
2016/7/13,27.6,23.5,雨時々曇,曇一時雨
2016/7/14,32.9,21.3,曇時々晴後一時雨、雷を伴う,曇時々雨、雷を伴う
2016/7/15,24,21,雨時々曇,曇
2016/7/16,27.7,20.1,曇,曇
2016/7/17,28.8,23.6,曇一時雨,曇
2016/7/18,33.5,25,晴時々曇,曇時々雨後時々晴
2016/7/19,32.3,23.7,晴一時曇,曇時々雨
2016/7/20,29.9,23.3,曇後晴,曇後雨
2016/7/21,24.3,20.9,雨後一時曇,曇時々雨
2016/7/22,22.7,20.4,雨後時々曇,曇
2016/7/23,27.1,19.8,曇後一時晴,薄曇
2016/7/24,29,19,晴一時曇,曇時々晴
2016/7/25,27.9,21.1,曇,曇
2016/7/26,27.4,21.4,曇時々雨,雨時々曇
2016/7/27,27.3,22.4,曇後一時晴,曇
2016/7/28,31.1,23.3,曇,晴一時曇
2016/7/29,32.4,22.9,晴,快晴
2016/7/30,32.9,22.1,晴,晴
2016/7/31,30.8,24.4,曇時々晴後一時雨,曇時々雨
2016/8/1,31.5,24.6,曇時々晴一時雨、雷を伴う,曇後一時雨、雷を伴う
2016/8/2,29.4,22.5,曇時々雨、雷を伴う,曇時々雨、雷を伴う
2016/8/3,32,23.4,曇一時晴,曇時々雨後晴
2016/8/4,33,24.4,晴,快晴
2016/8/5,33.4,24.6,晴,晴
2016/8/6,34.2,25.8,晴,晴
2016/8/7,33.6,24.5,晴,晴
2016/8/8,33.2,25.3,曇一時晴,薄曇
2016/8/9,37.7,25.7,晴時々薄曇,晴
2016/8/10,34,26,曇時々晴,曇
2016/8/11,32.1,25.2,曇後一時晴,曇一時晴
2016/8/12,31.9,24.2,曇後晴,曇
2016/8/13,31.8,23.3,晴時々曇,曇
2016/8/14,30.4,23.5,曇,曇
2016/8/15,30.8,24.4,曇後一時晴,曇一時雨後晴
2016/8/16,33.1,23.7,曇後時々雨,大雨後時々曇
2016/8/17,34.3,23,晴,曇後時々雨
2016/8/18,31.6,25.2,曇後大雨、雷を伴う,曇時々雨
2016/8/19,32.3,25,晴時々曇,曇時々雨
2016/8/20,30,24.1,大雨時々曇、雷を伴う,曇一時雨
2016/8/21,33.5,23.5,薄曇時々晴,曇時々雨
2016/8/22,28.3,23.2,大雨,曇時々晴一時雨
2016/8/23,30.4,24.2,曇一時雨,曇一時雨後時々晴
2016/8/24,31.2,23.5,曇一時雨,晴一時曇
2016/8/25,32.7,23.5,晴,晴
2016/8/26,32.8,24,晴,晴時々曇
2016/8/27,27,21.6,雨時々曇,雨時々曇
2016/8/28,24.6,21.3,曇時々雨,雨時々曇
2016/8/29,30.1,22.1,曇時々雨後一時晴,大雨
2016/8/30,28.1,22.5,曇時々雨,晴
2016/8/31,31.1,22.5,晴,快晴
2016/9/1,32.5,22,晴後時々薄曇,晴
2016/9/2,29.8,23,晴時々曇,曇一時晴
2016/9/3,32.5,24.6,晴時々曇,曇時々雨
2016/9/4,31.9,24,曇時々雨後晴,晴
2016/9/5,33,24.8,晴後一時曇,曇一時晴
2016/9/6,32.4,25.9,晴時々薄曇,晴後薄曇
2016/9/7,30.3,25.4,曇時々雨後晴,曇時々雨一時晴
2016/9/8,30.4,24.7,曇時々雨,曇一時雨後時々晴
2016/9/9,32.5,22.6,晴時々曇,曇時々晴一時雨
2016/9/10,31.2,23.3,曇時々晴,曇一時晴後時々雨
2016/9/11,25.1,20.8,曇時々雨,曇
2016/9/12,27.7,22.5,曇,曇時々雨
2016/9/13,23.9,21.4,大雨後時々曇,曇時々雨
2016/9/14,26.6,20.6,曇一時雨,曇時々雨
2016/9/15,26.4,22.2,曇時々雨,曇一時晴
2016/9/16,24.4,21.9,曇時々雨,曇
2016/9/17,29.4,21.6,晴後薄曇,曇
2016/9/18,26.9,22.2,曇時々雨,雨時々曇
2016/9/19,22.9,19.2,雨一時曇,大雨
2016/9/20,20.1,17.6,大雨,大雨後曇
2016/9/21,23.2,17.6,曇後一時雨,雨時々曇
2016/9/22,20.9,18.1,大雨,雨一時曇
2016/9/23,22.1,19.4,雨一時曇,曇時々雨
2016/9/24,23.9,20.8,曇後雨,曇
2016/9/25,28.4,20.3,曇後一時晴,曇
2016/9/26,30.1,21.9,曇,曇後一時晴
2016/9/27,29.8,22.8,曇一時晴,薄曇時々晴
2016/9/28,30.6,24,曇後時々雨,曇時々雨
2016/9/29,27.9,21.7,曇時々雨,曇時々雨
2016/9/30,24.7,18.8,曇,曇後時々雨
2016/10/1,21.8,17.6,曇時々雨,曇一時雨
2016/10/2,27.6,18.6,晴,曇一時晴
2016/10/3,26.5,20.1,雨時々曇,薄曇一時雨
2016/10/4,32,19.7,薄曇,曇時々晴
2016/10/5,26.4,21.5,曇時々雨,曇時々雨後一時晴
2016/10/6,31.3,21.4,薄曇,曇時々晴
2016/10/7,24.9,19,晴時々曇,曇
2016/10/8,25.3,18.2,曇時々雨,曇後一時雨
2016/10/9,25.7,18.6,大雨後曇,曇
2016/10/10,19.6,17.4,曇,曇
2016/10/11,20.1,16.2,曇,曇
2016/10/12,23.2,13.7,晴時々薄曇,曇時々晴一時雨
2016/10/13,18.2,15.3,曇,曇
2016/10/14,19.5,12.6,薄曇後時々晴,快晴
2016/10/15,22.7,11.8,快晴,晴
2016/10/16,22.9,12.7,晴時々曇,曇一時雨
2016/10/17,19.5,15.7,雨後曇,曇時々雨
2016/10/18,26.3,16.7,晴時々曇,曇一時晴
2016/10/19,23.9,18.4,曇時々晴,曇時々晴
2016/10/20,27.7,17,快晴,晴
2016/10/21,21.4,15.4,薄曇,曇
2016/10/22,18.3,14.7,曇,曇
2016/10/23,22.3,14.7,曇一時晴,曇後時々晴
2016/10/24,19.1,11.9,晴,快晴
2016/10/25,17.2,10,曇時々晴後時々雨,曇一時雨後一時晴
2016/10/26,25.7,12.6,快晴,曇時々晴一時雨
2016/10/27,23.3,13.2,晴一時曇,晴後時々曇
2016/10/28,14.8,10.1,曇後雨,雨後曇一時晴
2016/10/29,20.8,11.6,曇,曇時々雨
2016/10/30,13.5,9.6,曇,曇
2016/10/31,19.1,9.8,曇時々晴,曇後時々雨
2016/11/1,16.4,11.7,雨後晴時々曇,曇
2016/11/2,12.2,8.6,曇後時々雨,雨時々曇
2016/11/3,19.4,8.4,晴,晴一時曇
2016/11/4,18.8,8.5,晴後一時曇,曇一時晴
2016/11/5,19.5,11.2,晴一時曇,快晴
2016/11/6,20.8,9.9,快晴,晴後曇
2016/11/7,14.4,8.2,晴,快晴
2016/11/8,13.6,6.1,曇一時晴,雨時々曇
2016/11/9,14.6,7.9,晴時々曇,晴後薄曇
2016/11/10,13,7.6,曇,雨一時曇
2016/11/11,12.1,5.7,雨,曇一時雨
2016/11/12,18.8,10,晴一時曇,晴一時薄曇
2016/11/13,18.6,9.1,晴後一時薄曇,曇
2016/11/14,16.7,11.5,曇後時々雨,雨後時々曇
2016/11/15,19.3,12.7,曇,晴時々曇
2016/11/16,14.8,10.7,曇,曇後一時晴
2016/11/17,18.3,7.8,晴一時薄曇,快晴
2016/11/18,15.7,6.1,晴後一時曇,曇一時晴後時々雨
2016/11/19,12,7.9,雨時々曇,晴一時曇
2016/11/20,20.4,8.9,薄曇時々晴,薄曇
2016/11/21,14.7,10.2,曇後時々雨,雨一時曇
2016/11/22,19.3,10.3,晴一時雨,晴時々曇
2016/11/23,14.7,8.5,曇後一時雨,曇時々雨
2016/11/24,8.6,0.9,みぞれ時々雪一時曇,晴一時曇
2016/11/25,10.8,0.3,晴一時薄曇,晴
2016/11/26,13.1,3.2,晴後曇,曇後時々雨
2016/11/27,13.8,8.6,曇後時々雨,雨時々曇
2016/11/28,14,9.4,薄曇時々晴,曇
2016/11/29,14.3,7.5,晴時々曇,快晴
2016/11/30,11.8,4.8,曇一時晴,曇後雨
2016/12/1,16.5,5.9,雨後曇,曇後晴
2016/12/2,15.5,8.7,晴後一時薄曇,晴一時薄曇
2016/12/3,15.9,5.7,晴後時々曇,薄曇一時晴
2016/12/4,16,7.3,薄曇,雨時々曇
2016/12/5,18.3,8.1,薄曇一時晴,薄曇
2016/12/6,17.1,7,快晴,晴後曇
2016/12/7,11.2,4.9,曇時々晴,快晴
2016/12/8,13.9,3,晴後一時薄曇,晴時々曇
2016/12/9,17.4,3.8,快晴,快晴
2016/12/10,12.2,5.6,快晴,曇時々晴
2016/12/11,10.9,3.5,快晴,快晴
2016/12/12,10.5,2.6,薄曇時々晴,曇時々晴
2016/12/13,15.3,3.4,曇一時晴,大雨
2016/12/14,11.3,5.3,雨後曇時々晴,晴
2016/12/15,10.1,3.1,晴後時々曇,晴後一時曇
2016/12/16,9.8,1.5,快晴,快晴
2016/12/17,13.1,0,快晴,快晴
2016/12/18,14.9,3.2,晴,薄曇時々晴
2016/12/19,15.7,4.7,薄曇後晴,薄曇時々晴
2016/12/20,14.5,5.9,曇後晴,快晴
2016/12/21,17,5.2,晴時々薄曇,晴後時々曇
2016/12/22,20.2,6.6,曇時々雨,曇時々雨
2016/12/23,19.6,8.5,晴後一時曇,快晴
2016/12/24,11.9,5.4,快晴,曇時々晴
2016/12/25,10.5,4.5,曇後晴,晴後時々曇
2016/12/26,11,3.8,曇,曇時々晴
2016/12/27,18.8,5.5,曇時々雨,曇時々雨一時晴
2016/12/28,9.4,2,快晴,晴後曇
2016/12/29,8,0.7,曇後晴,快晴
2016/12/30,10.2,2.6,快晴,晴後時々曇
2016/12/31,11.8,1.5,快晴,晴
2017/1/1,13.8,2,快晴,晴時々曇
2017/1/2,13.3,3.8,晴一時曇,快晴
2017/1/3,13.7,3.5,快晴,晴時々曇
2017/1/4,14,3.6,快晴,快晴
2017/1/5,10.4,3.7,快晴,晴
2017/1/6,8.8,1.5,晴一時薄曇,快晴
2017/1/7,8.7,0.1,晴,薄曇一時晴
2017/1/8,6,1.6,曇時々雨,雨
2017/1/9,11.1,3.8,雨後晴,快晴
2017/1/10,12.7,3.5,快晴,快晴
2017/1/11,11,3.9,快晴,快晴
2017/1/12,12.1,0.7,晴,快晴
2017/1/13,12.7,1.4,晴後一時曇,晴
2017/1/14,6.3,-1.3,曇時々晴後一時雪,晴
2017/1/15,4.7,-2.3,晴,快晴
2017/1/16,8,-2,快晴,晴一時曇
2017/1/17,10.9,0.7,快晴,晴
2017/1/18,10.3,1.1,晴後時々薄曇,曇
2017/1/19,10.9,2.4,曇時々晴,曇一時晴
2017/1/20,3.8,2.2,曇時々みぞれ一時雨,曇後時々晴
2017/1/21,11,1.2,快晴,曇時々晴
2017/1/22,12.9,0.9,快晴,快晴
2017/1/23,7.9,0.2,晴一時曇,快晴
2017/1/24,7.7,-1.9,晴,快晴
2017/1/25,9.5,-1.2,快晴,快晴
2017/1/26,10.7,-1.4,快晴,晴時々薄曇
2017/1/27,16,1.4,曇後晴,晴
2017/1/28,13.6,4.6,晴,曇時々晴
2017/1/29,12,4.8,曇後一時晴,曇後時々雨
2017/1/30,19.5,6.7,晴,晴
2017/1/31,10,2.8,快晴,曇一時晴
2017/2/1,10.6,2.2,晴時々曇,快晴
2017/2/2,9.7,0.9,快晴,快晴
2017/2/3,13.7,1,快晴,快晴
2017/2/4,13.4,4.4,快晴,晴時々曇
2017/2/5,9.9,3.4,曇時々雨一時晴,曇一時晴
2017/2/6,15.7,3.3,晴時々曇,快晴
2017/2/7,10,2.2,晴後一時薄曇,晴一時薄曇
2017/2/8,11,1.9,晴後時々薄曇,曇後時々雪
2017/2/9,5.4,1,みぞれ時々雨,雨一時みぞれ後曇
2017/2/10,9.3,1.5,曇時々晴一時雪,晴時々曇
2017/2/11,10.1,-1.6,晴後時々曇,快晴
2017/2/12,11.2,-0.4,快晴,快晴
2017/2/13,11.8,1,晴,晴一時曇
2017/2/14,11.8,2.1,晴後一時曇,快晴
2017/2/15,12.8,1.2,快晴,快晴
2017/2/16,13.7,1.3,快晴,薄曇時々晴
2017/2/17,20.6,4.8,晴,晴後時々薄曇
2017/2/18,10.7,6.4,曇,曇後晴一時雨、みぞれを伴う
2017/2/19,11.5,1.6,晴,晴後一時薄曇
2017/2/20,19.7,1.8,晴後雨一時曇,晴一時雨
2017/2/21,9.9,3.6,晴,晴
2017/2/22,10.6,1.1,曇一時晴,曇後一時雨
2017/2/23,16.3,8.4,雨後曇,曇後一時雨、みぞれを伴う
2017/2/24,11.3,5.2,曇時々晴,曇一時みぞれ
2017/2/25,12.7,3.5,晴一時曇,晴一時薄曇
2017/2/26,14.2,3.3,晴後薄曇,曇時々晴
2017/2/27,9.7,4.3,曇後時々晴,曇
2017/2/28,10.1,3.2,晴一時曇,晴
2017/3/1,11.1,1.4,曇一時晴,雨後時々曇
2017/3/2,8.7,5.4,曇後雨,晴一時雨
2017/3/3,16,3.7,晴後一時曇,晴後時々曇
2017/3/4,14.6,3,薄曇時々晴,晴一時薄曇
2017/3/5,15.9,4.9,晴後薄曇,薄曇後一時晴
2017/3/6,11.5,7.6,曇時々雨,晴時々曇
2017/3/7,10.9,2.3,曇時々晴一時雨,快晴
2017/3/8,11.8,0,晴一時曇,快晴
2017/3/9,13,1.3,快晴,快晴
2017/3/10,14.8,3.2,晴,晴後一時曇
2017/3/11,13.2,4.3,晴,晴
2017/3/12,12.2,3.1,薄曇後一時晴,曇一時雨
2017/3/13,12.8,6,曇,雨時々曇
2017/3/14,11,6.4,雨時々曇,雨時々曇
2017/3/15,7.5,4,曇時々雨,曇後晴
2017/3/16,15.5,1.9,晴後一時曇,晴後一時薄曇
2017/3/17,15.2,3.8,晴後時々曇,曇後晴
2017/3/18,16.2,3.6,晴後薄曇,薄曇後晴
2017/3/19,18.6,5.1,晴後一時曇,晴一時曇
2017/3/20,18.7,7,晴後薄曇,曇後雨
2017/3/21,12.9,6.8,雨,雨一時曇後晴
2017/3/22,15,5.7,快晴,曇時々晴
2017/3/23,15.7,4.3,薄曇,曇一時雨
2017/3/24,13.9,4.6,曇時々晴,晴一時薄曇
2017/3/25,12.7,3.4,薄曇時々晴,曇一時晴後雨
2017/3/26,8.1,4.8,雨,雨
2017/3/27,8.3,2.4,雨後曇一時晴,晴
2017/3/28,14.9,3.2,晴後時々曇一時雨,曇時々晴
2017/3/29,14.7,4.3,薄曇後晴,晴後薄曇
2017/3/30,17.8,6.3,晴後薄曇,薄曇時々晴
2017/3/31,12.3,4.9,曇後時々雨,雨
2017/4/1,8.9,4.6,雨後一時曇,曇時々晴
2017/4/2,14.2,4.6,薄曇時々晴,晴後曇
2017/4/3,16.1,6.4,晴一時曇後一時雨、雷を伴う,晴一時雨、雷を伴う
2017/4/4,17.3,4.5,晴,薄曇時々晴
2017/4/5,20.7,7.7,薄曇,曇後一時晴
2017/4/6,21.2,12.9,曇一時晴,雨一時曇
2017/4/7,21.6,15.5,雨時々曇後晴,晴後曇時々雨
2017/4/8,17.7,12.6,雨時々曇一時霧雨,曇時々雨
2017/4/9,15.2,11.1,雨時々曇,薄曇時々晴
2017/4/10,15.7,6.9,薄曇,曇
2017/4/11,10.7,6.4,大雨,晴時々薄曇一時雨
2017/4/12,21.6,8.3,薄曇時々晴,曇時々雨一時晴
2017/4/13,17.6,6.7,晴後一時曇,晴
2017/4/14,21.5,7.4,快晴,晴後一時薄曇
2017/4/15,24.2,14.2,薄曇時々晴一時雨,晴時々薄曇
2017/4/16,26.1,12,晴後時々薄曇,薄曇一時晴
2017/4/17,26.1,13.8,曇後一時雨,雨
2017/4/18,25.7,14.1,曇一時雨,曇後晴
2017/4/19,26.1,12.7,晴,快晴
2017/4/20,21.1,10.9,晴後薄曇,曇
2017/4/21,19.2,13,曇,曇一時晴
2017/4/22,18.4,9.7,曇後一時雨,雨後曇
2017/4/23,20.3,8.8,晴,曇時々晴
2017/4/24,19.6,10.1,曇後晴,晴一時曇
2017/4/25,21,12,晴一時曇,薄曇
2017/4/26,19.4,13.9,曇,曇後雨
2017/4/27,19.4,12.1,曇一時雨,曇
2017/4/28,21.6,11.5,晴一時曇,晴一時曇
2017/4/29,23.4,10.2,晴時々曇,晴一時雨、雷を伴う
2017/4/30,24.3,10.7,快晴,快晴
2017/5/1,26,13.6,晴後一時雨、雷を伴う,晴一時曇
2017/5/2,23.3,11.3,快晴,晴後薄曇
2017/5/3,22.4,12.3,薄曇,薄曇
2017/5/4,23.3,15,薄曇後晴,晴
2017/5/5,25.6,14.6,晴,晴
2017/5/6,28.2,15.3,薄曇,薄曇一時晴
2017/5/7,24.3,13.8,曇,晴一時雨
2017/5/8,27.8,13.6,晴一時薄曇,薄曇時々晴
2017/5/9,21.9,16.3,薄曇,曇後雨
2017/5/10,17.9,15.1,雨一時曇,曇時々雨後一時晴
2017/5/11,27.4,14.8,晴後曇一時雨,晴一時薄曇
2017/5/12,28.3,17.2,薄曇,曇後時々雨
2017/5/13,20.1,16.1,雨,曇時々雨
2017/5/14,20.4,15.3,曇,曇
2017/5/15,22.6,15.4,曇一時雨,曇一時雨
